cluster,capital_medio,saldo_medio,ratio_ciclo,creditos,tasa_nominal,etapa_media
0,50.0,45.526983713779025,68.32179151940079,66.66666666666667,100.0,89.63009100239933
1,133.33333333333334,469.01631876088055,309.0945662480963,100.0,100.0,95.18524344957835
2,200.0,115.64030392268519,51.68098617855809,133.33333333333334,68.80733944954129,90.84092261756282
3,83.33333333333333,67.59269804597888,74.04025746386598,33.333333333333336,98.8532110091743,231.42733403557972
4,83.33333333333333,71.95711240909165,87.43008952198343,133.33333333333334,100.0,90.84581241017949
5,333.3333333333333,1029.9285749149894,297.2707122081422,200.0,68.80733944954129,90.78493078089984
