cluster,clientes_activos,prob_media_fuga,fugas_esperadas,saldo,recomendados_campana,tasa_fuga_historica,%_clientes
0,3257,0.4926592814553725,1604.5912797001483,2258250.79,2307,0.6177622986504135,29.139022440979844
1,1336,0.009119414718793436,12.18353806430803,15834961.57,17,0.03428571428571429,14.429968666353753
2,1294,0.39496014464435797,511.0784271697992,3061508.68,725,0.41455090318821275,15.239315480343528
3,434,0.8770862005246471,380.65541102769686,648336.58,388,0.9765295887662989,6.323814839716348
4,2262,0.40701897993574565,920.6769326146566,2649536.22,1478,0.2990480358901412,23.186898222735287
5,1417,0.009222267333800396,13.067952811995161,32794868.94,42,0.013032145960034752,11.68098034987124
